url,FrecuenciaTotal,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,seccion
https://www.clarin.com/astrologia/horoscopo-sagitario-hoy-18-abril-2025-predicciones-salud-amor-dinero_0_ShKgqBAyTl.html,1398,170,17,54,55,199,16,24,13,98,3,0,74,26,94,125,36,11,102,119,67,57,11,0,3,18,6,sitio1
https://www.clarin.com/astrologia/horoscopo-capricornio-hoy-18-abril-2025-predicciones-salud-amor-dinero_0_pxFvdKW66l.html,1395,158,16,64,75,200,4,19,12,92,4,0,71,34,82,135,38,15,114,109,62,58,8,0,1,20,4,sitio1
https://www.clarin.com/astrologia/horoscopo-libra-hoy-18-abril-2025-predicciones-salud-amor-dinero_0_KJHDD8GOEC.html,1345,152,22,61,67,191,9,15,13,94,2,0,68,31,96,121,34,11,99,112,60,57,7,0,1,18,4,sitio1
https://www.clarin.com/sociedad/viernes-santo-accidentes-palermo-mujer-salio-despedida-ventanilla-auto-heridos-graves_0_7ZKgrMydT8.html,1800,208,19,90,103,238,21,22,22,110,10,1,117,37,124,182,40,14,134,105,78,74,27,1,4,12,7,sitio1
https://www.clarin.com/politica/contactos-secretos-luis-caputo-dolar-milei-trastienda-visita-bessent_0_vuedhB07Ga.html,6766,790,120,344,307,902,83,60,53,474,24,5,410,146,453,649,185,55,481,433,322,291,71,7,24,54,23,sitio1
https://www.clarin.com/ultimo-momento/fuerte-gesto-iglesia-arzobispo-porteno-lavo-pies-doce-jubilados_0_NUyOvUJ6la.html,2314,267,25,74,91,285,17,31,8,125,22,0,114,77,174,261,49,57,120,230,91,150,21,0,0,21,4,sitio1
https://www.clarin.com/sociedad/encontraron-cuerpo-nene-anos-desaparecido-padre-rio-parana_0_kdKhWdcPJm.html,1045,156,20,40,57,145,9,11,9,58,4,1,70,17,74,87,30,12,68,64,44,44,19,0,0,3,3,sitio1
https://www.clarin.com/deportes/formula-1-mclaren-lideraron-practica-termino-choque-red-bull-tsunoda-doohan-lejos-gasly_0_7OrNouj6Ov.html,2776,330,37,124,135,372,22,20,23,172,11,6,180,69,204,253,76,38,189,200,118,135,21,4,4,22,11,sitio1
https://www.clarin.com/sociedad/incendia-sede-obra-social-provincial-cordoba-piso-llamas_0_7FF0tPgwnL.html,3605,422,43,185,245,484,32,38,20,274,18,0,192,79,256,328,95,29,230,260,164,127,42,1,6,24,11,sitio1
https://www.clarin.com/ciudades/habla-primera-vez-mujer-atropello-mato-turista-brasileno-recoleta-acabo-enterar-sufro-epilepsia_0_OhbNtbpaF5.html,7772,998,105,303,390,1096,67,74,108,495,50,5,400,221,550,681,207,106,478,479,350,400,86,5,6,89,23,sitio1
https://www.clarin.com/deportes/crisis-real-madrid-promete-llevarse-puesto-carlo-ancelotti-podria-ir-mundial-clubes-dt-interino-argentino_0_4NeVjkrdll.html,3748,447,50,146,214,518,31,56,28,262,19,7,251,107,280,325,117,30,244,212,173,155,29,0,5,29,13,sitio1
https://www.clarin.com/deportes/super-agenda-deportiva-viernes-santo-practicas-libres-f1-juegan-river-racing-independiente-play-in-nba_0_8bI3JomvU8.html,1744,216,25,63,94,247,19,20,11,110,3,2,106,47,130,127,61,10,138,121,102,50,20,3,2,13,4,sitio1
https://www.clarin.com/fama/marynes-brena-rompio-silencio-confirmo-separacion-guillermo-francella-motivos_0_O0kKBtvZtz.html,2705,336,39,117,101,336,22,27,25,167,14,0,150,101,205,282,60,22,202,194,110,102,38,1,9,39,6,sitio1
https://www.clarin.com/sociedad/panico-salon-fiestas-cayo-techo-festejaban-cumpleanos-nene_0_bl0NfL38ry.html,1264,149,21,56,75,156,12,11,18,71,5,3,85,35,98,119,31,8,69,96,54,67,10,0,2,10,3,sitio1
https://www.clarin.com/sociedad/ciudadania-italiana-enmiendas-reclaman-descendientes-previa-marcha-roma_0_gAE3HR2v0A.html,4268,536,43,172,242,570,24,42,30,357,14,2,216,119,357,381,87,52,249,285,227,167,37,0,7,34,18,sitio1
https://www.clarin.com/policiales/compro-utilitario-cuatriciclo-mostrando-tickets-falsos-transferencias-condenaron-anos_0_m0ysc9kBg8.html,2579,315,33,129,158,329,30,29,24,160,14,4,136,70,192,250,72,20,175,164,112,116,20,0,3,17,7,sitio1
https://www.clarin.com/tecnologia/claves-fallo-google-monopolio-puede-pasar-ahora-multimillonario-negocio-publicidad-internet_0_IoaktGNNL4.html,7579,825,107,390,396,1019,50,182,43,557,16,9,460,221,510,768,232,60,404,535,350,295,59,6,8,56,21,sitio1
https://www.clarin.com/servicios/10-profesiones-demandadas-2025-pagan_0_bP3qCg9M9z.html,7552,860,69,357,369,1008,77,84,22,575,13,15,383,197,603,643,211,41,499,673,381,271,57,6,24,90,24,sitio1
https://www.clarin.com/politica/mal-pronostico-cristina-kirchner-justicia-expresidenta-reza-calendario_0_kDa7wi6umD.html,3331,395,36,175,154,444,32,31,17,289,22,3,199,94,235,294,79,25,241,213,139,137,31,0,11,22,13,sitio1
https://www.clarin.com/politica/consultores-cristina-kirchner-pelea-impensada-ministro-alcalde_0_llXrDEQA3Z.html,6012,776,83,255,293,757,54,70,41,421,33,10,345,179,431,556,163,62,417,404,271,249,44,3,13,54,28,sitio1
https://www.clarin.com/opinion/puede-marcar-santa-fe-tendencia-nacional_0_1L5ZsRXFc1.html,4505,531,53,208,230,564,37,47,20,368,12,2,244,102,327,429,150,51,291,338,210,186,51,0,5,31,18,sitio1
https://www.clarin.com/espectaculos/nueva-historia-marcelo-birmajer-hombre-compatible_0_LVsLhyGxCm.html,4140,577,71,164,194,530,31,57,35,258,24,1,247,139,315,375,105,34,292,254,169,184,46,0,6,19,13,sitio1
https://www.clarin.com/politica/afip-paraguaya-kueider-cometio-contrabando-incauto-200-mil-dolares-remataran-camioneta_0_UrOLXN4KWT.html,2978,398,30,125,177,394,17,46,14,218,13,4,148,59,244,247,65,30,216,185,158,136,16,0,9,19,10,sitio1
https://www.clarin.com/economia/nuevo-negocio-fin-cepo-dolar-jp-morgan-asesores-financieros-recomiendan-carry-trade_0_BpdOtAvhJI.html,3057,359,50,133,153,435,22,38,15,203,15,0,162,90,237,279,78,26,210,211,144,102,42,0,6,29,18,sitio1
https://www.clarin.com/policiales/temible-cartel-oeste-banda-narco-atribuyen-20-crimenes-vendia-autos-alta-gama-lavar-dinero_0_IHG6zsNJST.html,3576,444,53,162,208,437,30,43,11,256,8,8,189,91,285,363,75,29,240,242,163,153,37,0,1,25,23,sitio1
https://www.clarin.com/deportes/llego-tissera-penal-bouwer-prefabricada-estafa-cita-termino-delantero-huracan-carcel_0_Dj8xD7ohC9.html,5009,685,90,202,226,624,61,43,41,352,33,3,303,138,347,474,154,62,343,322,179,215,53,4,8,30,17,sitio1
https://www.clarin.com/sociedad/ultimo-momento-ocupacion-mar-plata-semana-santa-pego-salto-playa-iman_0_bkSm6RSXm1.html,2407,361,26,80,119,324,16,22,26,141,9,0,142,79,177,203,61,21,152,178,123,91,30,0,3,19,4,sitio1
https://www.clarin.com/espectaculos/hacer-buenos-aires-fin-semana-viernes-18-domingo-20-abril-recitales-teatro-cine-streaming-muestras-gratis_0_gVv2SY8ZEL.html,18920,2463,293,820,895,2367,143,270,156,1307,108,52,1094,513,1498,1600,409,93,1319,1315,899,695,216,30,36,230,99,sitio1
https://www.clarin.com/espectaculos/historia-jamas-contada-pelado-cordera-presto-bersuit-calamaro-baje-atender-andres_0_CowFxiaK0T.html,7278,951,166,304,360,992,44,78,52,432,37,6,388,240,452,686,166,70,489,497,324,341,96,2,7,71,27,sitio1
https://www.clarin.com/deportes/piratas-futbol-guerra-cuartel-transmisiones-ilegales-perdidas-millonarias-complicaciones-argentina_0_yQApew0qGS.html,6307,756,73,263,300,820,43,79,28,444,30,1,364,166,492,594,179,79,377,515,302,252,61,6,7,60,16,sitio1
https://www.clarin.com/gourmet/semana-santa-las-10-mejores-recetas-saladas-y-dulces-para-comer-rico-estas-pascuas_0_LMOtvVrYNv.html,4651,757,44,266,199,589,31,67,53,238,13,2,287,141,291,371,152,26,279,366,187,172,56,0,4,47,13,sitio1
https://www.clarin.com/gourmet/empanada-gallega-pedro-lambertini-receta-consejos-paso-paso-quede-humeda-bien-sabrosa_0_MIQLJXicRq.html,4102,627,47,167,189,579,30,69,27,198,16,0,273,133,295,320,119,29,275,270,203,161,28,0,3,34,10,sitio1
https://www.clarin.com/gourmet/semana-santa-2025-que-dias-no-se-debe-comer-carne-roja-y-cual-es-la-razon-de-esta-tradicion_0_4vVUeGkh9f.html,2959,359,34,170,132,393,21,38,18,237,9,0,156,80,232,266,86,16,188,217,148,106,22,0,5,19,7,sitio1
https://www.clarin.com/gourmet/cuesta-rosca-pascua-tierna-humeda-recomiendan-cocineros-famosos_0_4rRufecyvc.html,4326,644,40,250,202,566,34,51,41,223,16,2,256,115,279,371,134,31,323,304,174,177,40,0,5,37,11,sitio1
https://www.clarin.com/deportes/lautaro-martinez-matias-moreno-10-argentinos-suenan-ganar-copa-europea_0_tP1sQpexqb.html,2320,283,26,95,75,319,32,50,27,150,15,2,164,63,205,205,40,18,160,109,129,93,13,0,3,26,18,sitio1
https://www.clarin.com/deportes/campeon-despedido-mes-echaron-ramon-diaz-corinthians_0_bWiU3MrbTN.html,2319,261,40,101,118,305,20,37,22,172,15,0,148,54,178,230,53,15,140,143,118,100,23,0,4,11,11,sitio1
https://www.clarin.com/deportes/busca-nuevo-usain-bolt-jamaica-fabrica-velocistas-ninos-crecen-rapido-transforman-estrellas_0_7O0idEnhPd.html,3960,471,37,166,173,512,30,51,43,254,31,14,216,120,314,337,106,26,258,318,230,141,37,9,11,42,13,sitio1
https://www.clarin.com/deportes/fernando-echenique-reemplazado-liga-profesional-grosero-error-arbitral-copa-argentina-chat-interno-polemica_0_VItjwuyH5B.html,2344,273,38,101,116,328,28,31,18,163,13,2,144,42,177,221,63,27,184,130,111,85,15,1,3,18,12,sitio1
https://www.clarin.com/economia/debut-dolar-libre-boom-compras-bancos-senales-milei-riesgos-adelante_0_EeQkH8cfeL.html,3829,459,52,145,195,534,31,30,27,244,15,2,272,121,293,342,98,38,252,293,138,146,51,0,5,33,13,sitio1
https://www.clarin.com/economia/suben-billeteras-virtuales-suba-tasas-bancos-fin-cepo_0_YLF0itzPox.html,3994,444,50,190,188,562,44,46,15,278,20,0,226,116,320,354,115,26,246,336,188,129,40,1,10,35,15,sitio1
https://www.clarin.com/economia/vuelos-estabilidad-dolar-mayor-competencia-empujaron-abajo-precios-pasajes_0_ohulMG4Xjm.html,3152,372,41,138,161,425,23,24,14,206,19,3,175,98,254,309,74,26,196,237,144,134,33,1,6,36,3,sitio1
https://www.clarin.com/economia/advierten-litigiosidad-accidentes-trabajo-record-ano_0_Mps7dyPshi.html,2858,319,37,145,177,363,16,35,3,254,27,0,167,86,185,259,71,15,182,219,138,103,25,0,6,16,10,sitio1
https://www.clarin.com/economia/jubilados-preve-hacer-gobierno-bono-70000_0_kW2zb2er7B.html,1623,191,45,65,93,209,11,22,13,112,11,0,117,56,134,161,42,11,76,103,54,66,12,0,0,13,6,sitio1
https://www.clarin.com/fama/mate-soledad-silveyra-mujer-bastante-picara-deje-serlo-abuelazgo-cambio_0_FCM1AkAHK1.html,11448,1426,163,424,510,1601,81,111,132,709,71,0,532,446,743,1115,274,184,685,810,479,551,147,0,11,196,47,sitio1
https://www.clarin.com/fama/fuerte-descargo-negra-vernaci-luego-vinculada-denuncia-viviana-canosa-mentira-aberrante-cruel_0_BaDDEbyH59.html,3232,405,33,139,142,454,28,60,32,196,9,0,178,91,258,294,75,45,171,228,134,141,55,0,2,47,15,sitio1
https://www.clarin.com/fama/melody-luz-confirmo-separacion-alex-caniggia-compartio-profunda-reflexion-cuiden-familia_0_AygwsYcjKK.html,2008,244,11,71,80,264,32,33,20,153,17,0,106,79,151,176,51,20,119,145,81,91,20,0,14,20,10,sitio1
https://www.clarin.com/fama/viviana-canosa-respondio-mariana-fabbiani-mostro-mensaje-privado-envio-esposo-corten-pudre_0_Tn8hGYG9ZN.html,2664,370,45,119,113,360,24,24,22,176,20,0,136,80,208,237,67,40,165,164,107,111,44,0,0,27,5,sitio1
https://www.clarin.com/fama/morena-rial-denuncio-sufrio-violencia-genero-parte-notero_0_JzBDrmvdVn.html,3474,432,42,120,154,453,27,63,23,192,29,1,167,126,287,377,75,46,240,213,171,155,38,1,6,24,12,sitio1
https://www.clarin.com/autos/nueva-marca-autos-china-llego-pais-mano-suv-cuesta_0_jWdcl4ADvu.html,1933,228,23,97,98,243,14,28,11,137,6,9,93,71,143,174,41,14,120,134,115,69,19,1,5,31,9,sitio1
https://www.clarin.com/viajes/ruta-turistica-premio-complete-primero-pasaporte-sanmartiniano-recorrido-gesta-libertadora-cruce-andes_0_NUZlfq44YP.html,6969,909,77,328,339,795,37,58,45,519,41,0,430,204,503,674,214,18,463,528,374,234,46,0,2,104,27,sitio1
https://www.clarin.com/relaciones/trampa-abuso-reactivo-mecanismos-reconocerlo-relacion_0_oOIWztXS9J.html,7656,977,70,437,310,980,70,64,34,592,14,4,416,197,574,686,233,63,499,571,357,323,97,0,24,43,21,sitio1
https://www.clarin.com/tecnologia/hackean-semaforos-silicon-valley-voces-falsas-musk-zuckerberg-detras-ataque_0_ECvABc837t.html,3334,376,47,175,183,446,36,31,19,240,5,18,164,69,215,323,109,27,201,253,165,144,39,5,7,24,13,sitio1
https://www.clarin.com/viva/redes-escribe-vez-peor-opinan-expertos-linguistas_0_GQOx03WNLo.html,8944,1079,130,395,376,1188,76,147,70,591,28,4,531,258,611,794,233,86,583,754,395,376,71,12,21,86,49,sitio1
https://www.clarin.com/astrologia/marte-leo-abril-2025-signos-sentiran-invitacion-brillar-afectara-zodiaco_0_ZcKWZKHO2J.html,6186,790,47,288,269,854,49,66,33,390,14,4,286,155,450,534,160,38,493,542,332,211,69,0,13,72,27,sitio1
https://www.clarin.com/espectaculos/daras-mil-hijos-exotica-banda-anos-2000-reunio-mensaje-whatsapp-peru_0_nuN1VRsCtX.html,4384,578,78,177,200,512,34,65,45,283,18,7,201,177,343,398,99,35,281,310,199,212,53,2,2,55,20,sitio1
https://www.clarin.com/internacional/funeral-hermana-dieron-cenizas-meses-despues-descubrio-viva_0_Pguxdfw61O.html,2835,313,29,125,152,378,29,17,33,209,13,5,124,99,210,295,61,38,187,216,110,126,27,4,5,21,9,sitio1
https://www.clarin.com/internacional/recorrio-500-kilometros-135-horas-revelo-quedaron-pies-duro_0_aX6xxKufzo.html,2239,266,23,89,140,322,12,19,11,125,1,12,115,73,137,216,56,8,142,184,132,87,22,4,8,19,16,sitio1
https://www.clarin.com/internacional/policial-sueco-netflix-similitudes-saga-millennium-cupula-cristal-exito_0_V5uDYGySyA.html,3180,381,42,157,145,416,35,36,28,238,13,11,258,74,218,241,71,29,198,258,135,135,17,0,9,27,8,sitio1
https://www.clarin.com/viste/millones-personas-siguen-transmision-vivo-epica-migracion-alces_0_Xvvufc1aJU.html,5247,679,43,220,241,691,30,73,59,311,24,6,319,203,390,463,132,45,331,398,244,198,73,2,8,46,18,sitio1
https://www.clarin.com/fotogalerias/mundo-fotos-mejores-imagenes-actualidad-argentina-mundo_5_5hvTAYRFAk.html,12774,1679,177,464,653,1698,203,175,125,821,86,58,718,285,1033,1048,292,46,941,826,663,486,132,16,26,76,47,sitio1
https://www.clarin.com/rural/caida-servido-tomar-impulso-cantante-manera-fortuita-comenzo-producir-citricos-asesora-clientes-construyo-propio-vivero_0_liufgQPcXQ.html,4350,545,45,246,198,514,37,35,34,310,9,1,222,138,340,443,142,51,283,254,184,188,61,0,2,53,15,sitio1
https://www.clarin.com/rural/sembro-soja-primera-vez-zona-extrema-supero-obstaculos-redobla-apuesta_0_4FYmHp30d2.html,2859,353,48,139,124,374,22,41,30,164,8,5,160,90,197,306,80,33,198,184,130,110,30,0,2,23,8,sitio1
https://www.clarin.com/rural/vicentin-acordo-pago-salarios-retoman-actividad-plantas-aceiteras_0_OwLSdCdGcV.html,2160,288,25,82,98,298,14,26,10,125,14,1,136,56,152,203,70,16,161,151,105,79,20,0,3,15,12,sitio1
https://www.clarin.com/rural/bravata-javier-milei-campo-escupir-arriba_0_G1LkTOl8gB.html,3430,380,48,166,175,477,32,36,30,245,15,0,208,94,261,346,95,36,224,232,134,132,32,0,8,15,9,sitio1
https://www.clarin.com/rural/gobierno-elimino-medida-30-anos-ahora-podra-importar-maquinaria-usada-tramites_0_H7V3u4f7KG.html,2944,346,43,162,149,372,28,37,17,265,5,0,150,87,206,260,82,23,206,201,136,115,20,0,6,17,11,sitio1
https://www.clarin.com/brandstudio/camino-brochero-experiencia-unica-vivir-semana-santa_0_ed455mYxlM.html,1771,231,28,89,89,202,17,18,12,146,7,0,86,36,129,156,39,12,138,119,92,79,30,0,2,12,2,sitio1
https://www.clarin.com/brandstudio/stephanie-demner-nueva-embajadora-mercado-libre-moda_0_es5x1sEnfJ.html,4105,518,62,216,221,557,18,42,16,258,11,2,203,140,310,367,120,21,295,286,154,142,47,0,14,60,25,sitio1
https://www.clarin.com/brandstudio/misiones-abre-acceso-aereo-selva-saltos-mocona-soberbio_0_3H2YhPDQcq.html,2752,333,37,128,148,349,8,27,2,199,4,0,171,67,187,261,66,13,194,216,136,125,50,0,2,21,8,sitio1
https://www.clarin.com/new-york-times-international-weekly/europa-busca-linea-directa-trump-esceptica-asesores-hablen_0_oQ86mXIbpz.html,9863,1062,99,466,450,1236,106,93,65,737,40,24,474,253,833,1000,284,71,699,773,419,487,80,19,11,63,19,sitio1
https://www.clarin.com/new-york-times-international-weekly/ahora-muerto-rehen-liberado-relata-cautiverio-gaza_0_cEc1uiF4Hz.html,5900,718,76,213,273,882,51,98,75,436,30,11,305,142,416,442,131,53,408,468,257,270,62,6,4,53,20,sitio1
https://www.clarin.com/zonales/aparecieron-zorros-zonas-urbanas-aconsejan-hacer_0_ybzZzecIne.html,3637,472,39,148,155,470,17,41,25,241,8,1,178,90,285,343,95,20,288,298,152,121,61,3,6,35,45,sitio1
https://www.clarin.com/zonales/rockstar-coreano-criado-tierra-fuego-padre-fileteaba-truchas-cambio-forma-hacer-publicidad-gastronomica_0_p3Lms1eY9t.html,3451,430,60,167,142,436,33,49,35,227,21,26,168,99,254,329,81,30,201,239,176,160,34,6,3,34,11,sitio1
https://www.clarin.com/zonales/16-anos-puso-barberia-patio-casa-hoy-furor-redes-sociales_0_7kttdUi8en.html,3726,475,79,162,165,516,25,44,18,253,19,6,179,123,261,329,97,38,284,243,136,167,35,0,5,45,22,sitio1
https://www.clarin.com/zonales/noche-vinotecas-oeste-suma-celebracion-vino-argentino_0_YbQD3KsO1b.html,2738,359,36,176,145,369,18,38,21,173,6,1,142,59,213,271,56,14,154,195,133,83,38,0,3,21,14,sitio1
https://www.clarin.com/zonales/volar-mirage-vivir-guerra-malvinas-adentro_0_rkwiVrjG9z.html,4400,613,54,178,240,579,39,46,16,311,16,0,269,144,332,342,108,16,282,321,187,178,73,0,9,32,15,sitio1
https://elle.clarin.com/moda/hm-modelo-modelos-gemelos-clones-inteligencia-artificial-ia_0_6DRreImkwI.html,2109,262,21,82,94,271,27,38,21,165,2,6,121,67,146,180,55,22,125,180,104,79,19,0,0,16,6,sitio1
https://www.clarin.com/policiales/murio-detenidos-crimen-empresario-gabriel-izzo-padua_0_yovxhsUQXY.html,1906,268,22,70,127,233,19,31,17,129,7,1,111,44,129,177,51,9,144,128,63,76,21,2,0,10,17,sitio1
https://www.clarin.com/policiales/inseguridad-temperley-quisieron-entrar-robar-casa-echaron-trompadas-sartenazos_0_5rkYB8nLmJ.html,2117,290,26,97,95,282,19,23,30,101,8,0,111,56,178,204,53,29,138,133,89,108,19,0,0,21,7,sitio1
https://www.clarin.com/policiales/condena-hermanos-kiczka-unanime-argumento-jueza-voto-pena-menor_0_kqUadGp7Ns.html,5775,688,88,248,341,755,56,62,39,396,28,32,324,125,418,541,146,54,343,463,235,249,45,0,17,52,30,sitio1
https://www.clarin.com/policiales/santino-nombre-hace-fuerte-rosario-crimenes-sicarios-liderazgo-barra-central_0_rPLhhJzDeu.html,4378,609,67,174,228,576,31,45,66,257,21,0,274,131,317,426,98,38,328,287,154,149,50,0,2,32,18,sitio1
https://www.clarin.com/policiales/mato-pareja-confeso-femicidio-sento-tomar-whisky-esperaba-policia_0_gPJpslXmlN.html,3171,413,44,148,163,451,30,24,44,208,25,5,188,72,214,287,81,34,195,201,131,132,32,7,9,15,18,sitio1
https://www.clarin.com/policiales/conurbano-caliente-roban-auto-mujer-frente-hija-9-anos_0_g7lySXQ3De.html,1759,226,36,74,86,230,10,16,23,101,15,0,123,44,141,161,29,14,117,112,70,86,26,0,1,16,2,sitio1
https://www.clarin.com/policiales/querian-robar-replica-manuel-quieto-cantante-mancha-rolando_0_P2fLGvSoQj.html,3516,455,53,150,198,465,27,39,40,235,22,3,178,123,259,340,85,47,208,185,157,161,36,0,3,31,16,sitio1
https://www.clarin.com/policiales/piden-dura-condena-diputado-acusado-pedofilia-hermano-veredicto-conoce-miercoles_0_q3WrLYfNGs.html,5426,654,88,222,280,710,52,66,48,368,16,18,302,146,350,516,142,53,333,413,236,258,59,3,16,49,28,sitio1
